ISZ|SIANo|SUNo|SumOfNoPiece|Func|PerGroup
Xyliatos|TS02|SU0631|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU0632|3.00|HU|Medieval-Modern
Xyliatos|TS02|SU0632|5.00|TW|Medieval-Modern
Xyliatos|TS02|SU0633|5.00|Ar|Medieval-Modern
Xyliatos|TS02|SU0633|1.00|HU|Medieval-Modern
Xyliatos|TS02|SU0633|4.00|TW|Medieval-Modern
Xyliatos|TS02|SU0634|7.00|TW|Medieval-Modern
Xyliatos|TS02|SU0636|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU0637|5.00|Ar|Medieval-Modern
Xyliatos|TS02|SU0637|1.00|LU|Medieval-Modern
Xyliatos|TS02|SU0637|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU0638|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU0638|1.00|TW|Medieval-Modern
Xyliatos|TS02|SU0639|4.00|Ar|Medieval-Modern
Xyliatos|TS02|SU0639|2.00|CW|Medieval-Modern
Xyliatos|TS02|SU0639|5.00|HU|Medieval-Modern
Xyliatos|TS02|SU0639|17.00|LU|Medieval-Modern
Xyliatos|TS02|SU0639|7.00|TW|Medieval-Modern
Xyliatos|TS02|Su0640|1.00|Ar|Medieval-Modern
Xyliatos|TS02|SU0640|3.00|LU|Medieval-Modern
Xyliatos|TS02|SU0640|3.00|TW|Medieval-Modern
Xyliatos||SU0652|1.00|LU|Medieval-Modern
Xyliatos||SU0658|3.00|CW|Medieval-Modern
Xyliatos|TS02|SU0659|2.00|CW|Medieval-Modern
Xyliatos|TS02|SU0659|2.00|LU|Medieval-Modern
Xyliatos|TS02|SU0659|3.00|TW|Medieval-Modern
Xyliatos|TS02|SU0660|3.00|Ar|Medieval-Modern
Xyliatos|TS02|SU0660|2.00|CW|Medieval-Modern
Xyliatos|TS02|SU0660|11.00|LU|Medieval-Modern
Xyliatos|TS02|SU0660|5.00|TW|Medieval-Modern
Xyliatos|TS02|SU0661|1.00|CW|Medieval-Modern
Xyliatos|TS02|SU0661|2.00|HU|Medieval-Modern
Xyliatos|TS02|SU0661|20.00|LU|Medieval-Modern
Xyliatos|TS02|SU0661|3.00|TW|Medieval-Modern
||SU0702c|2.00|Ar|Medieval-Modern
||SU0702c|2.00|HU|Medieval-Modern
||SU0702c|2.00|LU|Medieval-Modern
||SU0702c|7.00|TW|Medieval-Modern
||SU0703|2.00|Ar|Medieval-Modern
||SU0703|8.00|HU|Medieval-Modern
||SU0703|8.00|LU|Medieval-Modern
||SU0703|2.00|TW|Medieval-Modern
Karkotis|TS11|SU1001|1.00|Ar|Medieval-Modern
Karkotis|TS11|SU1001|1.00|CW|Medieval-Modern
Karkotis|TS11|SU1001|6.00|HU|Medieval-Modern
Karkotis|TS11|SU1001|13.00|LU|Medieval-Modern
Karkotis|TS11|SU1001|2.00|TW|Medieval-Modern
Karkotis|TS11|SU1001|1.00|U|Medieval-Modern
Karkotis|TS11|SU1002|4.00|Ar|Medieval-Modern
Karkotis|TS11|SU1002|15.00|HU|Medieval-Modern
Karkotis|TS11|SU1002|5.00|LU|Medieval-Modern
Karkotis|TS11|SU1002|5.00|TW|Medieval-Modern
Karkotis|TS11|SU1003|2.00|HU|Medieval-Modern
Karkotis|TS11|SU1003|4.00|LU|Medieval-Modern
Karkotis|TS11|SU1004|2.00|Ar|Medieval-Modern
Karkotis|TS11|SU1004|1.00|CW|Medieval-Modern
Karkotis|TS11|SU1004|3.00|HU|Medieval-Modern
Karkotis|TS11|SU1004|14.00|LU|Medieval-Modern
Karkotis|TS11|SU1004|4.00|TW|Medieval-Modern
Karkotis|TS13|SU1006|2.00|HU|Medieval-Modern
Karkotis|TS13|SU1006|5.00|LU|Medieval-Modern
Karkotis|TS13|SU1006|2.00|TW|Medieval-Modern
Karkotis||SU1007|10.00|Ar|Medieval-Modern
Karkotis||SU1007|2.00|CW|Medieval-Modern
Karkotis||SU1007|5.00|HU|Medieval-Modern
Karkotis||SU1007|3.00|LU|Medieval-Modern
Karkotis||SU1007|10.00|TW|Medieval-Modern
Karkotis||SU1008|11.00|Ar|Medieval-Modern
Karkotis||SU1008|2.00|LU|Medieval-Modern
Karkotis||SU1009|12.00|Ar|Medieval-Modern
Karkotis||SU1009|6.00|CW|Medieval-Modern
Karkotis||SU1009|1.00|TW|Medieval-Modern
Karkotis||SU1010|7.00|Ar|Medieval-Modern
Karkotis||SU1010|3.00|CW|Medieval-Modern
Karkotis||SU1010|2.00|TW|Medieval-Modern
Karkotis||SU1011|5.00|Ar|Medieval-Modern
Karkotis||SU1011|4.00|CW|Medieval-Modern
Karkotis||SU1011|3.00|LU|Medieval-Modern
Karkotis||SU1011|9.00|TW|Medieval-Modern
Karkotis|TS09|SU1012|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1012|2.00|HU|Medieval-Modern
Karkotis|TS09|SU1012|13.00|LU|Medieval-Modern
Karkotis|TS09|SU1013|2.00|HU|Medieval-Modern
Karkotis|TS09|SU1013|2.00|LU|Medieval-Modern
Karkotis|TS09|SU1013|1.00|TW|Medieval-Modern
Karkotis|TS09|SU1014|2.00|LU|Medieval-Modern
Karkotis|TS09|SU1014|1.00|TW|Medieval-Modern
Karkotis||SU1015|10.00|Ar|Medieval-Modern
Karkotis||SU1015|5.00|CW|Medieval-Modern
Karkotis||SU1015|9.00|HU|Medieval-Modern
Karkotis||SU1015|12.00|LU|Medieval-Modern
Karkotis||SU1015|4.00|TW|Medieval-Modern
Karkotis||SU1016|7.00|Ar|Medieval-Modern
Karkotis||SU1016|15.00|CW|Medieval-Modern
Karkotis||SU1016|2.00|HU|Medieval-Modern
Karkotis||SU1016|3.00|LU|Medieval-Modern
Karkotis||SU1016|7.00|TW|Medieval-Modern
Karkotis||SU1017|3.00|Ar|Medieval-Modern
Karkotis||SU1017|1.00|CW|Medieval-Modern
Karkotis||SU1017|4.00|LU|Medieval-Modern
Karkotis||SU1017|3.00|TW|Medieval-Modern
Karkotis||SU1018|4.00|Ar|Medieval-Modern
Karkotis||SU1018|1.00|HU|Medieval-Modern
Karkotis||SU1018|2.00|LU|Medieval-Modern
Karkotis||SU1018|3.00|TW|Medieval-Modern
Karkotis||SU1019|2.00|Ar|Medieval-Modern
Karkotis||SU1019|1.00|HU|Medieval-Modern
Karkotis||SU1020|2.00|Ar|Medieval-Modern
Karkotis||SU1020|4.00|CW|Medieval-Modern
Karkotis||SU1020|7.00|HU|Medieval-Modern
Karkotis||SU1020|9.00|LU|Medieval-Modern
Karkotis||SU1020|2.00|TW|Medieval-Modern
Karkotis||SU1021|1.00|HU|Medieval-Modern
Karkotis||SU1021|1.00|LU|Medieval-Modern
Karkotis||SU1022|3.00|LU|Medieval-Modern
Karkotis||SU1022|2.00|TW|Medieval-Modern
Karkotis||SU1023|2.00|HU|Medieval-Modern
Karkotis||SU1023|3.00|LU|Medieval-Modern
Karkotis||SU1024|1.00|CW|Medieval-Modern
Karkotis||SU1024|2.00|HU|Medieval-Modern
Karkotis||SU1024|5.00|LU|Medieval-Modern
Karkotis||SU1024|4.00|TW|Medieval-Modern
Karkotis||SU1025|1.00|HU|Medieval-Modern
Karkotis||SU1025|5.00|LU|Medieval-Modern
Karkotis||SU1025|1.00|TW|Medieval-Modern
Karkotis||SU1026|1.00|Ar|Medieval-Modern
Karkotis||SU1026|1.00|HU|Medieval-Modern
Karkotis||SU1026|6.00|LU|Medieval-Modern
Karkotis||SU1026|7.00|TW|Medieval-Modern
Karkotis||SU1027|1.00|Ar|Medieval-Modern
Karkotis||SU1027|7.00|HU|Medieval-Modern
Karkotis||SU1027|7.00|LU|Medieval-Modern
Karkotis||SU1027|3.00|TW|Medieval-Modern
Karkotis||SU1028|1.00|Ar|Medieval-Modern
Karkotis||SU1028|2.00|CW|Medieval-Modern
Karkotis||SU1028|7.00|HU|Medieval-Modern
Karkotis||SU1028|14.00|LU|Medieval-Modern
Karkotis||SU1028|4.00|TW|Medieval-Modern
Karkotis||SU1029|4.00|CW|Medieval-Modern
Karkotis||SU1029|4.00|LU|Medieval-Modern
Karkotis||SU1029|2.00|TW|Medieval-Modern
Karkotis||SU1030|1.00|CW|Medieval-Modern
Karkotis||SU1030|28.00|LU|Medieval-Modern
Karkotis||SU1031|1.00|CW|Medieval-Modern
Karkotis||SU1031|3.00|HU|Medieval-Modern
Karkotis||SU1031|2.00|TW|Medieval-Modern
Karkotis||SU1032|2.00|Ar|Medieval-Modern
Karkotis||SU1032|1.00|HU|Medieval-Modern
Karkotis||SU1032|2.00|LU|Medieval-Modern
Karkotis||SU1032|1.00|TW|Medieval-Modern
Karkotis||SU1033|2.00|Ar|Medieval-Modern
Karkotis||SU1033|2.00|LU|Medieval-Modern
Karkotis||SU1033|1.00|TW|Medieval-Modern
Karkotis||SU1034|2.00|HU|Medieval-Modern
Karkotis||SU1034|5.00|LU|Medieval-Modern
Karkotis||SU1034|2.00|TW|Medieval-Modern
Karkotis||SU1035|2.00|Ar|Medieval-Modern
Karkotis||SU1035|4.00|HU|Medieval-Modern
Karkotis||SU1035|8.00|LU|Medieval-Modern
Karkotis||SU1035|5.00|TW|Medieval-Modern
Karkotis||SU1036|4.00|Ar|Medieval-Modern
Karkotis||SU1036|2.00|HU|Medieval-Modern
Karkotis||SU1036|4.00|TW|Medieval-Modern
Karkotis||SU1037|3.00|Ar|Medieval-Modern
Karkotis||SU1037|4.00|CW|Medieval-Modern
Karkotis||SU1037|2.00|HU|Medieval-Modern
Karkotis||SU1037|10.00|LU|Medieval-Modern
Karkotis||SU1037|13.00|TW|Medieval-Modern
Karkotis||SU1038|2.00|CW|Medieval-Modern
Karkotis||SU1038|8.00|HU|Medieval-Modern
Karkotis||SU1038|28.00|LU|Medieval-Modern
Karkotis||SU1038|13.00|TW|Medieval-Modern
Karkotis||SU1039|1.00|Ar|Medieval-Modern
Karkotis||SU1039|9.00|CW|Medieval-Modern
Karkotis||SU1039|17.00|HU|Medieval-Modern
Karkotis||SU1039|22.00|LU|Medieval-Modern
Karkotis||SU1039|14.00|TW|Medieval-Modern
Karkotis||SU1040|2.00|Ar|Medieval-Modern
Karkotis||SU1040|1.00|CW|Medieval-Modern
Karkotis||SU1040|4.00|HU|Medieval-Modern
Karkotis||SU1040|3.00|LU|Medieval-Modern
Karkotis||SU1040|9.00|TW|Medieval-Modern
Karkotis||SU1041|1.00|Ar|Medieval-Modern
Karkotis||SU1041|1.00|CW|Medieval-Modern
Karkotis||SU1041|3.00|HU|Medieval-Modern
Karkotis||SU1041|2.00|LU|Medieval-Modern
Karkotis||SU1041|1.00|TW|Medieval-Modern
Karkotis||SU1042|2.00|Ar|Medieval-Modern
Karkotis||SU1042|7.00|HU|Medieval-Modern
Karkotis||SU1042|2.00|LU|Medieval-Modern
Karkotis||SU1042|6.00|TW|Medieval-Modern
Karkotis||SU1043|6.00|HU|Medieval-Modern
Karkotis||SU1043|4.00|LU|Medieval-Modern
Karkotis||SU1043|2.00|TW|Medieval-Modern
Karkotis||SU1044|1.00|CW|Medieval-Modern
Karkotis||SU1044|5.00|HU|Medieval-Modern
Karkotis||SU1044|19.00|LU|Medieval-Modern
Karkotis||SU1044|10.00|TW|Medieval-Modern
Karkotis||SU1045|2.00|HU|Medieval-Modern
Karkotis||SU1046|6.00|Ar|Medieval-Modern
Karkotis||SU1046|2.00|CW|Medieval-Modern
Karkotis||SU1046|9.00|HU|Medieval-Modern
Karkotis||SU1046|10.00|LU|Medieval-Modern
Karkotis||SU1046|9.00|TW|Medieval-Modern
Karkotis||SU1047|1.00|CW|Medieval-Modern
Karkotis||SU1047|3.00|HU|Medieval-Modern
Karkotis||SU1047|3.00|LU|Medieval-Modern
Karkotis||SU1047|2.00|TW|Medieval-Modern
Karkotis||SU1048|1.00|HU|Medieval-Modern
Karkotis||SU1048|4.00|LU|Medieval-Modern
Karkotis||SU1048|1.00|TW|Medieval-Modern
Karkotis||SU1049|3.00|HU|Medieval-Modern
Karkotis||SU1049|6.00|LU|Medieval-Modern
Karkotis||SU1049|2.00|TW|Medieval-Modern
Karkotis||SU1050|1.00|Ar|Medieval-Modern
Karkotis||SU1050|4.00|HU|Medieval-Modern
Karkotis||SU1050|2.00|LU|Medieval-Modern
Karkotis||SU1050|1.00|TW|Medieval-Modern
Karkotis||SU1051|1.00|LU|Medieval-Modern
Karkotis|TS09|SU1053|3.00|Ar|Medieval-Modern
Karkotis|TS09|SU1053|2.00|CW|Medieval-Modern
Karkotis|TS09|SU1053|9.00|HU|Medieval-Modern
Karkotis|TS09|SU1053|3.00|LU|Medieval-Modern
Karkotis|TS09|SU1053|8.00|TW|Medieval-Modern
Karkotis|TS09|SU1054|4.00|Ar|Medieval-Modern
Karkotis|TS09|SU1054|3.00|CW|Medieval-Modern
Karkotis|TS09|SU1054|5.00|HU|Medieval-Modern
Karkotis|TS09|SU1054|8.00|LU|Medieval-Modern
Karkotis|TS09|SU1054|10.00|TW|Medieval-Modern
Karkotis|TS09|SU1055|2.00|Ar|Medieval-Modern
Karkotis|TS09|SU1055|1.00|HU|Medieval-Modern
Karkotis|TS09|SU1055|6.00|LU|Medieval-Modern
Karkotis|TS09|SU1055|5.00|TW|Medieval-Modern
Karkotis|TS09|SU1056|2.00|Ar|Medieval-Modern
Karkotis|TS09|SU1056|2.00|CW|Medieval-Modern
Karkotis|TS09|SU1056|6.00|HU|Medieval-Modern
Karkotis|TS09|SU1056|5.00|LU|Medieval-Modern
Karkotis|TS09|SU1056|3.00|TW|Medieval-Modern
Karkotis|TS09|SU1057|2.00|Ar|Medieval-Modern
Karkotis|TS09|SU1057|1.00|CW|Medieval-Modern
Karkotis|TS09|SU1057|2.00|LU|Medieval-Modern
Karkotis|TS09|SU1057|5.00|TW|Medieval-Modern
Karkotis|TS09|SU1058|1.00|CW|Medieval-Modern
Karkotis|TS09|SU1058|2.00|HU|Medieval-Modern
Karkotis|TS09|SU1058|4.00|LU|Medieval-Modern
Karkotis|TS09|SU1058|4.00|TW|Medieval-Modern
Karkotis|TS09|SU1059|1.00|HU|Medieval-Modern
Karkotis|TS09|SU1060|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1060|3.00|LU|Medieval-Modern
Karkotis|TS09|SU1060|2.00|TW|Medieval-Modern
Karkotis|TS09|SU1061|2.00|HU|Medieval-Modern
Karkotis|TS09|SU1061|12.00|LU|Medieval-Modern
Karkotis|TS09|SU1061|6.00|TW|Medieval-Modern
Karkotis|TS09|SU1062|3.00|CW|Medieval-Modern
Karkotis|TS09|SU1062|4.00|HU|Medieval-Modern
Karkotis|TS09|SU1062|9.00|LU|Medieval-Modern
Karkotis|TS09|SU1062|10.00|TW|Medieval-Modern
Karkotis|TS09|SU1063|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1063|4.00|HU|Medieval-Modern
Karkotis|TS09|SU1063|5.00|LU|Medieval-Modern
Karkotis|TS09|SU1063|6.00|TW|Medieval-Modern
Karkotis|TS09|SU1064|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1064|1.00|CW|Medieval-Modern
Karkotis|TS09|SU1064|3.00|LU|Medieval-Modern
Karkotis|TS09|SU1064|3.00|TW|Medieval-Modern
Karkotis|TS09|SU1065|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1065|2.00|CW|Medieval-Modern
Karkotis|TS09|SU1065|27.00|LU|Medieval-Modern
Karkotis|TS09|SU1065|7.00|TW|Medieval-Modern
Karkotis|TS09|SU1066|2.00|CW|Medieval-Modern
Karkotis|TS09|SU1066|1.00|HU|Medieval-Modern
Karkotis|TS09|SU1066|12.00|LU|Medieval-Modern
Karkotis|TS09|SU1066|4.00|TW|Medieval-Modern
Karkotis|TS09|SU1067|1.00|CW|Medieval-Modern
Karkotis|TS09|SU1067|1.00|HU|Medieval-Modern
Karkotis|TS09|SU1067|8.00|LU|Medieval-Modern
Karkotis|TS09|SU1067|2.00|TW|Medieval-Modern
Karkotis|TS09|SU1068|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1068|7.00|CW|Medieval-Modern
Karkotis|TS09|SU1068|1.00|HU|Medieval-Modern
Karkotis|TS09|SU1068|8.00|LU|Medieval-Modern
Karkotis|TS09|SU1068|8.00|TW|Medieval-Modern
Karkotis|TS09|SU1069|5.00|LU|Medieval-Modern
Karkotis|TS09|SU1070|2.00|HU|Medieval-Modern
Karkotis|TS09|SU1070|2.00|LU|Medieval-Modern
Karkotis|TS09|SU1070|4.00|TW|Medieval-Modern
Karkotis|TS09|SU1071|3.00|HU|Medieval-Modern
Karkotis|TS09|SU1071|5.00|LU|Medieval-Modern
Karkotis|TS09|SU1071|3.00|TW|Medieval-Modern
Karkotis|TS13|SU1072|1.00|HU|Medieval-Modern
Karkotis|TS13|SU1073|2.00|LU|Medieval-Modern
Karkotis|TS13|SU1074|1.00|Ar|Medieval-Modern
Karkotis|TS13|SU1075|1.00|HU|Medieval-Modern
Karkotis|TS13|SU1075|4.00|LU|Medieval-Modern
Karkotis|TS13|SU1076|2.00|Ar|Medieval-Modern
Karkotis|TS13|SU1076|3.00|LU|Medieval-Modern
Karkotis|TS13|SU1077|1.00|Ar|Medieval-Modern
Karkotis|TS13|SU1077|1.00|CW|Medieval-Modern
Karkotis|TS13|SU1077|3.00|LU|Medieval-Modern
Karkotis|TS13|SU1077|1.00|TW|Medieval-Modern
Karkotis|TS13|SU1078|5.00|LU|Medieval-Modern
Karkotis|TS09|SU1079|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1079|2.00|HU|Medieval-Modern
Karkotis|TS09|SU1079|2.00|LU|Medieval-Modern
Karkotis|TS09|SU1079|1.00|TW|Medieval-Modern
Karkotis|TS09|SU1080|1.00|Ar|Medieval-Modern
Karkotis|TS09|SU1081|1.00|HU|Medieval-Modern
Karkotis|TS15|SU1082|4.00|HU|Medieval-Modern
Karkotis|TS15|SU1082|4.00|LU|Medieval-Modern
Karkotis|TS15|SU1083|3.00|HU|Medieval-Modern
Karkotis|TS15|SU1083|11.00|LU|Medieval-Modern
Karkotis|TS15|SU1084|3.00|LU|Medieval-Modern
Karkotis||SU1085|1.00|Ar|Medieval-Modern
Karkotis||SU1085|1.00|LU|Medieval-Modern
Karkotis||SU1085|1.00|TW|Medieval-Modern
Karkotis||SU1086|2.00|HU|Medieval-Modern
Karkotis||SU1086|1.00|LU|Medieval-Modern
Karkotis||SU1086|2.00|TW|Medieval-Modern
Karkotis||SU1087|3.00|TW|Medieval-Modern
Karkotis||SU1088|2.00|CW|Medieval-Modern
Karkotis||SU1088|6.00|HU|Medieval-Modern
Karkotis||SU1088|9.00|LU|Medieval-Modern
Karkotis||SU1088|6.00|TW|Medieval-Modern
Karkotis|TS09|SU1089|1.00|TW|Medieval-Modern
Karkotis|TS09|SU1091|1.00|LU|Medieval-Modern
Karkotis|TS09|SU1092|1.00|HU|Medieval-Modern
Karkotis|TS09|SU1094|2.00|Ar|Medieval-Modern
Karkotis|TS09|SU1094|2.00|LU|Medieval-Modern
Karkotis|TS09|SU1094|1.00|TW|Medieval-Modern
Karkotis||SU1095|4.00|Ar|Medieval-Modern
Karkotis||SU1095|1.00|CW|Medieval-Modern
Karkotis||SU1095|10.00|HU|Medieval-Modern
Karkotis||SU1095|7.00|LU|Medieval-Modern
Karkotis||SU1095|7.00|TW|Medieval-Modern
Karkotis||SU1096|9.00|HU|Medieval-Modern
Karkotis||SU1096|4.00|TW|Medieval-Modern
Karkotis|TS09|SU1099|3.00|HU|Medieval-Modern
Karkotis|TS11|SU1302|3.00|Ar|Medieval-Modern
Karkotis|TS11|SU1302|7.00|HU|Medieval-Modern
Karkotis|TS11|SU1302|6.00|LU|Medieval-Modern
Karkotis|TS11|SU1302|6.00|TW|Medieval-Modern
Karkotis|TS11|SU1303|1.00|Ar|Medieval-Modern
Karkotis|TS11|SU1303|1.00|CW|Medieval-Modern
Karkotis|TS11|SU1303|11.00|HU|Medieval-Modern
Karkotis|TS11|SU1303|5.00|LU|Medieval-Modern
Karkotis|TS11|SU1303|3.00|TW|Medieval-Modern
Karkotis|TS11|SU1304|2.00|HU|Medieval-Modern
Karkotis|TS11|SU1304|3.00|LU|Medieval-Modern
Karkotis|TS11|SU1304|2.00|TW|Medieval-Modern
Karkotis||SU1305|2.00|Ar|Medieval-Modern
Karkotis||SU1305|8.00|HU|Medieval-Modern
Karkotis||SU1305|10.00|LU|Medieval-Modern
Karkotis||SU1305|5.00|TW|Medieval-Modern
Karkotis||SU1306|3.00|Ar|Medieval-Modern
Karkotis||SU1306|8.00|CW|Medieval-Modern
Karkotis||SU1306|12.00|HU|Medieval-Modern
Karkotis||SU1306|21.00|LU|Medieval-Modern
Karkotis||SU1306|11.00|TW|Medieval-Modern
Karkotis||SU1307|1.00|CW|Medieval-Modern
Karkotis||SU1307|2.00|HU|Medieval-Modern
Karkotis||SU1307|2.00|LU|Medieval-Modern
Karkotis||SU1307|8.00|TW|Medieval-Modern
Karkotis||SU1308|3.00|HU|Medieval-Modern
Karkotis||SU1308|3.00|LU|Medieval-Modern
Karkotis||SU1308|4.00|TW|Medieval-Modern
Karkotis||SU1309|2.00|CW|Medieval-Modern
Karkotis||SU1309|10.00|HU|Medieval-Modern
Karkotis||SU1309|6.00|LU|Medieval-Modern
Karkotis||SU1309|2.00|TW|Medieval-Modern
Karkotis||SU1310|1.00|Ar|Medieval-Modern
Karkotis||SU1310|1.00|CW|Medieval-Modern
Karkotis||SU1310|5.00|HU|Medieval-Modern
Karkotis||SU1310|22.00|LU|Medieval-Modern
Karkotis||SU1310|11.00|TW|Medieval-Modern
Karkotis||SU1311|2.00|Ar|Medieval-Modern
Karkotis||SU1311|1.00|CW|Medieval-Modern
Karkotis||SU1311|5.00|HU|Medieval-Modern
Karkotis||SU1311|2.00|LU|Medieval-Modern
Karkotis||SU1311|7.00|TW|Medieval-Modern
Karkotis||SU1313|1.00|LU|Medieval-Modern
Karkotis||SU1314|3.00|HU|Medieval-Modern
Karkotis||SU1314|1.00|LU|Medieval-Modern
Karkotis||SU1315|1.00|Ar|Medieval-Modern
Karkotis||SU1315|4.00|CW|Medieval-Modern
Karkotis||SU1315|18.00|HU|Medieval-Modern
Karkotis||SU1315|6.00|LU|Medieval-Modern
Karkotis||SU1315|1.00|PO|Medieval-Modern
Karkotis||SU1315|25.00|TW|Medieval-Modern
Karkotis||SU1316|7.00|CW|Medieval-Modern
Karkotis||SU1316|15.00|HU|Medieval-Modern
Karkotis||SU1316|24.00|LU|Medieval-Modern
Karkotis||SU1316|1.00|Tr|Medieval-Modern
Karkotis||SU1316|29.00|TW|Medieval-Modern
Karkotis||SU1317|2.00|CW|Medieval-Modern
Karkotis||SU1317|13.00|HU|Medieval-Modern
Karkotis||SU1317|21.00|LU|Medieval-Modern
Karkotis||SU1317|6.00|TW|Medieval-Modern
Karkotis||SU1318|1.00|CW|Medieval-Modern
Karkotis||SU1318|11.00|HU|Medieval-Modern
Karkotis||SU1318|21.00|LU|Medieval-Modern
Karkotis||SU1318|8.00|TW|Medieval-Modern
Karkotis||SU1319|1.00|Ar|Medieval-Modern
Karkotis||SU1319|14.00|LU|Medieval-Modern
Karkotis||SU1319|12.00|TW|Medieval-Modern
Karkotis||SU1320|1.00|Ar|Medieval-Modern
Karkotis||SU1320|19.00|LU|Medieval-Modern
Karkotis||SU1320|12.00|TW|Medieval-Modern
Karkotis||SU1322|6.00|Ar|Medieval-Modern
Karkotis||SU1322|6.00|HU|Medieval-Modern
Karkotis||SU1322|14.00|LU|Medieval-Modern
Karkotis||SU1322|11.00|TW|Medieval-Modern
Karkotis||SU1323|2.00|Ar|Medieval-Modern
Karkotis||SU1323|2.00|HU|Medieval-Modern
Karkotis||SU1323|1.00|LU|Medieval-Modern
Karkotis||SU1323|3.00|TW|Medieval-Modern
Karkotis||SU1324|2.00|HU|Medieval-Modern
Karkotis||SU1324|9.00|LU|Medieval-Modern
Karkotis||SU1324|4.00|TW|Medieval-Modern
Karkotis||SU1325|5.00|CW|Medieval-Modern
Karkotis||SU1325|15.00|HU|Medieval-Modern
Karkotis||SU1325|13.00|LU|Medieval-Modern
Karkotis||SU1325|27.00|TW|Medieval-Modern
Karkotis||SU1326|3.00|CW|Medieval-Modern
Karkotis||SU1326|4.00|HU|Medieval-Modern
Karkotis||SU1326|16.00|LU|Medieval-Modern
Karkotis||SU1326|12.00|TW|Medieval-Modern
Karkotis||SU1327|1.00|CW|Medieval-Modern
Karkotis||SU1327|12.00|HU|Medieval-Modern
Karkotis||SU1327|8.00|LU|Medieval-Modern
Karkotis||SU1327|3.00|TW|Medieval-Modern
Koutraphas|TS21|SU1328|1.00|LU|Medieval-Modern
Koutraphas|TS21|SU1329|2.00|LU|Medieval-Modern
Koutraphas|TS21|SU1332|1.00|LU|Medieval-Modern
Koutraphas|TS21|SU1336|1.00|HU|Medieval-Modern
Koutraphas|TS21|SU1339|1.00|CW|Medieval-Modern
Koutraphas|TS21|SU1339|1.00|TW|Medieval-Modern
Koutraphas|TS21|SU1340|2.00|HU|Medieval-Modern
Koutraphas|TS21|SU1340|6.00|LU|Medieval-Modern
Koutraphas|TS21|SU1340|1.00|TW|Medieval-Modern
Koutraphas|TS21|SU1341|2.00|Ar|Medieval-Modern
Koutraphas|TS21|SU1341|3.00|CW|Medieval-Modern
Koutraphas|TS21|SU1341|2.00|LU|Medieval-Modern
Koutraphas|TS21|SU1342|2.00|CW|Medieval-Modern
Koutraphas|TS21|SU1343|2.00|HU|Medieval-Modern
Koutraphas|TS21|SU1343|3.00|LU|Medieval-Modern
Koutraphas|TS21|SU1343|1.00|TW|Medieval-Modern
Koutraphas|TS21|SU1344|2.00|CW|Medieval-Modern
Koutraphas|TS21|SU1344|4.00|HU|Medieval-Modern
Koutraphas|TS21|SU1345|1.00|CW|Medieval-Modern
Koutraphas|TS21|SU1345|1.00|HU|Medieval-Modern
Koutraphas|TS21|SU1345|1.00|TW|Medieval-Modern
Koutraphas|TS21|SU1346|2.00|LU|Medieval-Modern
Koutraphas|TS21|SU1349|1.00|CW|Medieval-Modern
Koutraphas|TS21|SU1349|2.00|HU|Medieval-Modern
Koutraphas|TS21|SU1349|2.00|TW|Medieval-Modern
Koutraphas|TS21|SU1350|1.00|HU|Medieval-Modern
Koutraphas|TS21|SU1351|2.00|HU|Medieval-Modern
Koutraphas|TS21|SU1351|3.00|LU|Medieval-Modern
Koutraphas|TS21|SU1351|1.00|TW|Medieval-Modern
Koutraphas|TS21|SU1352|1.00|LU|Medieval-Modern
Asinou|TS12|SU1353|1.00|HU|Medieval-Modern
Asinou|TS12|SU1353|3.00|LU|Medieval-Modern
Asinou|TS12|SU1355|1.00|LU|Medieval-Modern
Asinou|TS12|SU1356|3.00|HU|Medieval-Modern
Asinou|TS12|SU1356|4.00|LU|Medieval-Modern
Asinou|TS12|SU1358|4.00|LU|Medieval-Modern
Asinou|TS12|SU1358|1.00|TW|Medieval-Modern
Asinou|TS12|SU1359|1.00|HU|Medieval-Modern
Asinou|TS12|SU1359|1.00|LU|Medieval-Modern
Asinou|TS17|SU1360|20.00|HU|Medieval-Modern
Asinou|TS17|SU1360|10.00|LU|Medieval-Modern
Asinou|TS17|SU1360|1.00|TW|Medieval-Modern
Asinou|TS08|SU1361|2.00|Ar|Medieval-Modern
Asinou|TS08|SU1361|5.00|HU|Medieval-Modern
Asinou|TS08|SU1361|3.00|LU|Medieval-Modern
Asinou|TS08|SU1361|5.00|TW|Medieval-Modern
Asinou|TS08|SU1362|1.00|HU|Medieval-Modern
Asinou|TS08|SU1362|3.00|LU|Medieval-Modern
Asinou|TS08|SU1362|1.00|TW|Medieval-Modern
Asinou|TS08|SU1363|5.00|Ar|Medieval-Modern
Asinou|TS08|SU1363|1.00|HU|Medieval-Modern
